growing_site_name,address,has_chicago,add_chicago,full_address,Latitude,Longitude,location,ward,community,district_n,ownership,growing_site_website,public_contact_info,facebook,evidence_of_support_organizations,is_growing_site_fenced,is_growing_site_locked,food_producing,compost_system,is_growing_site_dormant,other_support_organization,season_extension_techniques,structures_and_features,water,choose_growing_site_types,community_garden,if_it_s_a_community_garden_is_it_collective_or_allotment,neighborhood
O'Keeffe Elementary School (Isabelle C.),6940 S Merrill Ave,TRUE,Chicago IL,6940 S Merrill Ave Chicago IL,41.7686967,-87.5730945,"[41.7686967,-87.5730945]",5,SOUTH SHORE,3,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Ray School Garden (William H.),5631 S Kimbark Ave,TRUE,Chicago IL,5631 S Kimbark Ave Chicago IL,41.7918873,-87.5944835,"[41.7918873,-87.5944835]",5,HYDE PARK,3,Chicago Public Schools,,,,The Kitchen Community,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Parkside School,6938 S East End Ave Chicago IL,FALSE,,6938 S East End Ave Chicago IL,41.7689831,-87.5832391,"[41.7689831,-87.5832391]",5,SOUTH SHORE,3,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
South Shore Fine Arts Academy,1415 E 70th St,TRUE,Chicago IL,1415 E 70th St Chicago IL,41.7674128,-87.5904734,"[41.7674128,-87.5904734]",5,SOUTH SHORE,3,Chicago Public Schools,,,,The Kitchen Community,TRUE,FALSE,TRUE,FALSE,FALSE,,,Artwork / Sculptures  Covered Area  Handicap accessible bed  Seating Area  Teaching Area,On site water source  Irrigation System,School Garden,FALSE,,
University of Illinois Extension's Organic Vegetable Garden,Museum of Science and Industry  5700 S Lake Shore Dr,TRUE,Chicago IL,Museum of Science and Industry  5700 S Lake Shore Dr Chicago IL,41.7905726,-87.5830659,"[41.7905726,-87.5830659]",5,HYDE PARK,3,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Demo / Training / Program,FALSE,,
Tesla Alternative School/Woodlawn Community Elementary School,6657 S Kimbark,TRUE,Chicago IL,6657 S Kimbark Chicago IL,41.7737059,-87.5941802,"[41.7737059,-87.5941802]",5,WOODLAWN,3,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Cornell Oasis Garden,4700 S Cornell Ave  Chicago  IL 60615  USA,FALSE,,4700 S Cornell Ave  Chicago  IL 60615  USA,41.8065523,-87.5878038,"[41.8065523,-87.5878037999999]",5,HYDE PARK,3,Chicago Park District,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,,,,On site water source,Community Garden  Community Garden  Community Garden  Community Garden  Habitat / Conservation / Prairie  Habitat / Conservation / Prairie  Habitat / Conservation / Prairie  Ornamental / Beautification  Ornamental / Beautification  Single-tender Garden,TRUE,,
6900 S Dante Garden,1422 E 69th St  Chicago  IL 60637  USA,FALSE,,1422 E 69th St  Chicago  IL 60637  USA,41.7699233,-87.5900853,"[41.7699232999999,-87.5900853]",5,SOUTH SHORE,3,NeighborSpace,http://neighbor-space.org/2012/07/24/6900-south-dante-garden/,Jeannie Williams 773-955-1853,,NeighborSpace,FALSE,FALSE,FALSE,,FALSE,,,Seating Area,On site water source,,,Allotment,
71st & Crandon Organic Garden,2301 E 71st St  Chicago  IL 60649  USA,FALSE,,2301 E 71st St  Chicago  IL 60649  USA,41.7659573,-87.5686054,"[41.7659573,-87.5686054]",5,SOUTH SHORE,3,NeighborSpace,,Elliott El-Amin eelamin@globalgengroup.com,,NeighborSpace,,,TRUE,,FALSE,,,,,,TRUE,,
Gary Comer Youth Center Rooftop Garden & Education Farm,7200 S Ingleside Ave  Chicago  IL 60619  USA,FALSE,,7200 S Ingleside Ave  Chicago  IL 60619  USA,41.7640867,-87.6023599,"[41.7640867,-87.6023599]",5,GREATER GRAND CROSSING,3,Private,http://www.gcychome.org,(773) 358-4100,https://www.facebook.com/garycomeryouthcenter,Greencorps Chicago,TRUE,TRUE,TRUE,TRUE,FALSE,Gary Comer College Prep,Hoop house,Covered Area  Educational Signage  Electricity Outlet  Farm Stand  Seating Area  Shed / Storage box  Teaching Area  Washing Area / Sinks  Handicap accessible bed,On site water source,Food Donation  Orchard  Demo / Training / Program  Rooftop  School Garden  Urban Farm  Ornamental / Beautification,FALSE,,
Kozminski Community Academy,936 E 54th St  Chicago  IL 60615  USA,FALSE,,936 E 54th St  Chicago  IL 60615  USA,41.7985867,-87.6023864,"[41.7985867,-87.6023864]",5,HYDE PARK,3,Chicago Public Schools,kozacademy.org,773-535-0980,,OpenLands,TRUE,TRUE,TRUE,FALSE,,,,Seating Area  Shed / Storage box  Teaching Area,On site water source,School Garden,FALSE,,
Bret Harte Elementary School,1556 E 56th St  Chicago  IL 60637  USA,FALSE,,1556 E 56th St  Chicago  IL 60637  USA,41.7937286,-87.5868005,"[41.7937286,-87.5868005]",5,HYDE PARK,3,,,,,The Kitchen Community,TRUE,FALSE,TRUE,,FALSE,,,Artwork / Sculptures  Handicap accessible bed  Seating Area  Teaching Area  Play Area,On site water source  Irrigation System,School Garden,FALSE,,
Peerless Garden,2701 N Lakewood Ave  Chicago  IL 60614  USA,FALSE,,2701 N Lakewood Ave  Chicago  IL 60614  USA,41.9308555,-87.6609644,"[41.9308555,-87.6609644]",43,LINCOLN PARK,12,NeighborSpace,http://neighbor-space.org/2013/09/16/peerless-garden/,,,NeighborSpace,,,,,,,,,,,,,
Chicago Department on Aging/God's Little Acre,2111 N Halsted St,TRUE,Chicago IL,2111 N Halsted St Chicago IL,41.9205406,-87.6477376,"[41.9205406,-87.6477376]",43,LINCOLN PARK,10,,,,,,FALSE,FALSE,TRUE,,FALSE,,,Grill / Cooking Station  Seating Area  Shed / Storage box,Hose connected to private property,Community Garden  (Assisted) Housing,,,
Fire Station Park,1944 N Larabee St,TRUE,Chicago IL,1944 N Larabee St Chicago IL,41.9178721,-87.6439853,"[41.9178721,-87.6439853]",43,LINCOLN PARK,10,,,Firestationparkgarden@gmail.com,Facebook.com/lincolncentralassociation,,FALSE,FALSE,TRUE,TRUE,FALSE,,,Compost System  Seating Area  Shed / Storage box  Artwork / Sculptures  Electricity Outlet,On site water source,Community Garden,TRUE,Allotment,
Alcott College Prep - East Campus (Louisa May),2625 N Orchard St,TRUE,Chicago IL,2625 N Orchard St Chicago IL,41.9295783,-87.6458976,"[41.9295783,-87.6458976]",43,LINCOLN PARK,10,Chicago Public Schools,http://www.alcottcollegeprep.net/apps/pages/index.jsp?uREC_ID=205958&type=d,(773) 534-5970,https://www.facebook.com/alcottcollegeprep?fref=ts,,TRUE,FALSE,TRUE,FALSE,FALSE,,,Artwork / Sculptures  Artwork / Sculptures  Artwork / Sculptures  Play Area  Play Area  Seating Area,Rain collection system ( rain barrels  cisterns)  Rain collection system ( rain barrels  cisterns)  On site water source,School Garden,FALSE,Collective,
LaSalle Elementary Language Academy,1734 N Orleans St Chicago IL,FALSE,,1734 N Orleans St Chicago IL,41.9138023,-87.6378393,"[41.9138023,-87.6378393]",43,LINCOLN PARK,10,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,Allotment,
Lincoln Elementary School Garden (Abraham),615 W Kemper Pl,TRUE,Chicago IL,615 W Kemper Pl Chicago IL,41.9243638,-87.6445152,"[41.9243637999999,-87.6445152]",43,LINCOLN PARK,10,,,,,,,,TRUE,FALSE,FALSE,,Greenhouse,,,School Garden,FALSE,,
Lincoln Park High School Garden,2039 N Orchard St,TRUE,Chicago IL,2039 N Orchard St Chicago IL,41.9190522,-87.6459961,"[41.9190522,-87.6459961]",43,LINCOLN PARK,10,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Mayer Elementary School (Oscar F.),2250 N Clifton Ave,TRUE,Chicago IL,2250 N Clifton Ave Chicago IL,41.923032,-87.6574209,"[41.923032,-87.6574208999999]",43,LINCOLN PARK,12,Private,http://www.oscarmayergardenproject.com/comments--contact-us.html,oscarmayerwst@yahoo.com,https://www.facebook.com/oscarmayergardenproject,Greencorps Chicago,TRUE,,TRUE,TRUE,FALSE,,,Artwork / Sculptures  Compost System  Covered Area  Educational Signage  Electricity Outlet  Electricity Outlet  Electricity Outlet  Information Kiosk  Play Area,,School Garden,TRUE,,
Newberry Academy Garden (Walter L.),700 W Willow St,TRUE,Chicago IL,700 W Willow St Chicago IL,41.9144468,-87.6463294,"[41.9144468,-87.6463294]",43,LINCOLN PARK,10,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,Collective,
DePaul Urban Garden,925 W Belden Ave,TRUE,Chicago IL,925 W Belden Ave Chicago IL,41.9234042,-87.6519927,"[41.9234042,-87.6519927]",43,LINCOLN PARK,12,,http://dugchicago.blogspot.com,,https://www.facebook.com/groups/172126236206845/,,TRUE,TRUE,TRUE,TRUE,FALSE,,,Artwork / Sculptures  Compost System  Farm Stand  Grill / Cooking Station  Seating Area  Shed / Storage box,Hose connected to private property  Irrigation System  Rain collection system ( rain barrels  cisterns),School Garden  Urban Farm  Demo / Training / Program  Food Donation,FALSE,,
The Edible Gardens at Lincoln Park Zoo,1947 N. Stockton Dr.,TRUE,Chicago IL,1947 N. Stockton Dr. Chicago IL,41.9177635,-87.634082,"[41.9177635,-87.6340819999999]",43,LINCOLN PARK,10,,http://www.lpzoo.org/events/calendar/edible-garden,,,,,,TRUE,FALSE,FALSE,,,,,Urban Farm,FALSE,,
Old Town Triangle Park,1900 N Clark St  Chicago  IL 60614  USA,FALSE,,1900 N Clark St  Chicago  IL 60614  USA,41.9168551,-87.6352998,"[41.9168551,-87.6352998]",43,LINCOLN PARK,10,NeighborSpace,http://neighbor-space.org/2011/05/20/old-town-triangle-park/,,,Other,FALSE,FALSE,FALSE,FALSE,FALSE,,,Artwork / Sculptures  Artwork / Sculptures  Water Management,On site water source  Irrigation System,Ornamental / Beautification  Ornamental / Beautification  Streetscape / Parkway,TRUE,,
DePaul's McGowan South Greenhouse/Rooftop Garden,DePaul University Lincoln Park Campus Welcome Center  1110 W Belden Ave  Chicago  IL 60614  USA,FALSE,,DePaul University Lincoln Park Campus Welcome Center  1110 W Belden Ave  Chicago  IL 60614  USA,41.923805,-87.6566437,"[41.923805,-87.6566436999999]",43,LINCOLN PARK,12,Private,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,DePaul Urban Farming Organization,Greenhouse,Covered Area  Electricity Outlet  Shed / Storage box  Washing Area / Sinks  Handicap accessible bed  Teaching Area,Hose connected to private property,Rooftop  School Garden  Urban Agriculture Organization,FALSE,Collective,
Cottage Grove Heights Community Coalition,9700 S Dobson Ave,TRUE,Chicago IL,9700 S Dobson Ave Chicago IL,41.7184767,-87.5985583,"[41.7184767,-87.5985583]",8,CHICAGO,4,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Community Garden  Streetscape / Parkway,,,
London Towne Houses Cooperative,830 E 100th St,TRUE,Chicago IL,830 E 100th St Chicago IL,41.7126608,-87.602742,"[41.7126607999999,-87.6027419999999]",8,CHICAGO,4,,,,,,,,FALSE,,FALSE,,,,,Community Garden,,Collective,
St Stephens Lutheran Church,8500 S Maryland Ave,TRUE,Chicago IL,8500 S Maryland Ave Chicago IL,41.7401591,-87.6041394,"[41.7401591,-87.6041394]",8,CHATHAM,4,,,,,,TRUE,FALSE,TRUE,,FALSE,,,Compost System  Seating Area,On site water source  Rain collection system ( rain barrels  cisterns),Community Garden  Pantry Garden  Congregation Garden,,,
Black Magnet Elementary School (Robert A.),9101 S Euclid Ave,TRUE,Chicago IL,9101 S Euclid Ave Chicago IL,41.7293597,-87.5764384,"[41.7293597,-87.5764384]",8,CHICAGO,4,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,Collective,
Chicago Vocational Career Academy High School,2100 E 87th St Chicago IL,FALSE,,2100 E 87th St Chicago IL,41.7381992,-87.5723346,"[41.7381992,-87.5723345999999]",8,CHICAGO,4,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Mann Elementary School (Horace),8050 S Chappel Ave,TRUE,Chicago IL,8050 S Chappel Ave Chicago IL,41.7494082,-87.5750479,"[41.7494082,-87.5750479]",8,SOUTH CHICAGO,4,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
McDowell Elementary School (Mary E.),1419 E 89th St,TRUE,Chicago IL,1419 E 89th St Chicago IL,41.7328123,-87.589781,"[41.7328123,-87.589781]",8,CHICAGO,4,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Schmid School (Theophilus),9755 S Greenwood Ave,TRUE,Chicago IL,9755 S Greenwood Ave Chicago IL,41.7171133,-87.5966085,"[41.7171133,-87.5966085]",8,CHICAGO,4,,,,,The Kitchen Community  The Kitchen Community  OpenLands,TRUE,FALSE,TRUE,FALSE,FALSE,,,Artwork / Sculptures  Artwork / Sculptures  Artwork / Sculptures  Artwork / Sculptures  Seating Area  Seating Area  Seating Area  Teaching Area  Teaching Area  Handicap accessible bed,Irrigation System  Irrigation System  On site water source,School Garden,FALSE,,
Smith Elementary School (Wendell),744 E 103rd St,TRUE,Chicago IL,744 E 103rd St Chicago IL,41.7080209,-87.6054463,"[41.7080209,-87.6054463]",8,CHICAGO,4,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Sullivan House Alternative High School,8164 S South Chicago,FALSE,,8164 S South Chicago,,,"[,]",8,CHICAGO,4,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Washington Elementary (Harold),9130 S University Ave,TRUE,Chicago IL,9130 S University Ave Chicago IL,41.728524,-87.5966497,"[41.728524,-87.5966497]",8,CHICAGO,4,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,,
Madison Elementary School Garden (James),7433 S Dorchester Ave,TRUE,Chicago IL,7433 S Dorchester Ave Chicago IL,41.7599536,-87.5904757,"[41.7599536,-87.5904757]",8,SOUTH SHORE,3,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
South Shore International,1955 E 75th St  Chicago  IL 60649  USA,FALSE,,1955 E 75th St  Chicago  IL 60649  USA,41.7580722,-87.5767369,"[41.7580722,-87.5767369]",8,SOUTH SHORE,3,Chicago Public Schools,,,,The Kitchen Community,FALSE,FALSE,TRUE,TRUE,FALSE,,,Compost System  Seating Area  Teaching Area,Irrigation System  On site water source,School Garden  Ornamental / Beautification  Restaurant / Catering Garden,FALSE,,
Chicago Lights Urban Farm,444 W Chicago Ave,FALSE,,444 W Chicago Ave,41.8968899,-87.6403316,"[41.8968899,-87.6403316]",42,NEAR NORTH SIDE,12,Private,https://www.chicagolights.org/our-programs/urban-farm/,312 274 3831,https://www.facebook.com/chicagolights,,TRUE,TRUE,TRUE,TRUE,FALSE,Impact 100 Chicago  After School Matters  Farmhouse Restaurant  Horner Park Farmers Market  Greer Family Foundation,Greenhouse  Cold Tunnel  Cold Frame,Compost System  Seating Area  Electricity Outlet,On site water source  Rain collection system ( rain barrels  cisterns),Community Garden  Urban Farm  Community Farm  Demo / Training / Program,TRUE,,
State of Illinois Child Development Center,160 N. LaSalle #201  Chicago IL 60601,FALSE,,160 N. LaSalle #201  Chicago IL 60601,41.8849553,-87.6328624,"[41.8849553,-87.6328624]",42,LOOP,2,,http://www.earlychildcareservices.com/,,,Gardeneers,TRUE,TRUE,TRUE,FALSE,FALSE,Healthy Roots Raised Bed Gardens,,,,Food Donation  School Garden  Rooftop,FALSE,Allotment,
Urban Garden Lab at Gallery 37,66 E. Randolph St.,TRUE,Chicago IL,66 E. Randolph St. Chicago IL,41.8847161,-87.6256548,"[41.8847161,-87.6256547999999]",42,LOOP,2,City of Chicago,http://www.chicagobotanic.org/urbanagriculture/youthfarm/farms,,https://www.facebook.com/media/set/?set=a.10151704979474773.1073741864.231403389772&type=3,Chicago Botanic Garden,TRUE,TRUE,TRUE,FALSE,FALSE,After School Matters,,,,Urban Farm  Demo / Training / Program  Restaurant / Catering Garden,FALSE,,
Edgewater Beach Gardeners Association,500-5700 N Lakeshore Drive. Chicago  Illinois 60640,FALSE,,500-5700 N Lakeshore Drive. Chicago  Illinois 60640,41.8916849,-87.6149504,"[41.8916849,-87.6149504]",42,NEAR NORTH SIDE,3,Chicago Park District,,(312) 742-7529,,,FALSE,FALSE,TRUE,FALSE,FALSE,EBGA (Edgewater Beach Gardeners Association),,Educational Signage,On site water source,Community Garden,TRUE,,
The Roof Crop (Grec),165 N Desplaines St  Chicago  IL 60661  USA,FALSE,,165 N Desplaines St  Chicago  IL 60661  USA,41.8849854,-87.64394,"[41.8849854,-87.64394]",42,NEAR WEST SIDE,2,Private,https://www.theroofcrop.com/,(312) 690-7046,https://www.facebook.com/THEROOFCROP/,,,TRUE,TRUE,,FALSE,,,,Irrigation System,Rooftop,FALSE,Unclear,
Art in the Farm Urban Agriculture Potager,Grant Park  E. Congress Parkway & S. Columbus Drive,TRUE,Chicago IL,Grant Park  E. Congress Parkway & S. Columbus Drive Chicago IL,41.8739324,-87.6198808,"[41.8739324,-87.6198807999999]",42,LOOP,3,Chicago Park District,www.growingpower.org,,,Growing Power,FALSE,FALSE,TRUE,,FALSE,,,Artwork / Sculptures  Artwork / Sculptures  Seating Area,,Urban Farm  Urban Agriculture Organization  Demo / Training / Program,FALSE,,
Calumet Heights Community Association Garden,2640 E 93rd St  Chicago  IL 60617  USA,FALSE,,2640 E 93rd St  Chicago  IL 60617  USA,41.7265234,-87.5593134,"[41.7265234,-87.5593134]",7,CHICAGO,4,NeighborSpace,,,,,,,,,,,,,,,,,
Buffalo Senior Inspirational Community Garden,8250 S Buffalo Ave,TRUE,Chicago IL,8250 S Buffalo Ave Chicago IL,41.745103,-87.5446282,"[41.745103,-87.5446281999999]",7,SOUTH CHICAGO,4,,,,,,TRUE,FALSE,TRUE,,FALSE,,Cold Frame,,No apparent water source,Community Garden,,,
Rainbow Beach Victory Garden,7900 S South Shore Drive,TRUE,Chicago IL,7900 S South Shore Drive Chicago IL,41.7516455,-87.5484316,"[41.7516455,-87.5484316]",7,SOUTH CHICAGO,4,Chicago Park District,http://rbvg7900.wix.com/rbvg7900,,,,TRUE,TRUE,TRUE,,FALSE,,,Compost System  Grill / Cooking Station  Seating Area  Shed / Storage box  Water Feature (ponds  fountain)  Covered Area  Information Kiosk,On site water source,Community Garden  Ornamental / Beautification,,Unclear,
Bowen High School Butterfly Waystation,2710 E 89th St,TRUE,Chicago IL,2710 E 89th St Chicago IL,41.7342678,-87.5575362,"[41.7342678,-87.5575362]",7,SOUTH CHICAGO,4,Chicago Public Schools,www.lifedirections.org,Van Bensett * vanb@lifedirections.org * 773.663.7597,https://www.facebook.com/LifeDirectionsUSA/,,TRUE,TRUE,FALSE,TRUE,FALSE,DePaul University  DOOR Network,,Teaching Area  Educational Signage,On site water source,Habitat / Conservation / Prairie  School Garden,FALSE,Allotment,
Bradwell Communications Arts & Sciences ES (Myra),7737 S Burnham,TRUE,Chicago IL,7737 S Burnham Chicago IL,41.7543847,-87.5567815,"[41.7543847,-87.5567815]",7,SOUTH SHORE,4,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Burnham Academy (Daniel H.),9928 S Crandon Ave  Chicago  IL 60617  USA,FALSE,,9928 S Crandon Ave  Chicago  IL 60617  USA,41.7093985,-87.566549,"[41.7093985,-87.566549]",7,SOUTH DEERING,4,Chicago Public Schools,,,,The Kitchen Community,TRUE,FALSE,TRUE,FALSE,FALSE,,,Seating Area  Seating Area  Seating Area  Seating Area  Seating Area  Covered Area  Covered Area  Covered Area  Covered Area  Artwork / Sculptures  Artwork / Sculptures  Artwork / Sculptures  Teaching Area  Teaching Area  Handicap accessible bed,Irrigation System  Irrigation System  On site water source,School Garden,FALSE,,
Urban Farm South,2622 E 83 St,TRUE,Chicago IL,2622 E 83 St Chicago IL,41.7448081,-87.5602521,"[41.7448081,-87.5602521]",7,SOUTH CHICAGO,4,,http://www.localharvest.org/urban-farm-south-M17491,,,,,,TRUE,FALSE,FALSE,,Greenhouse,,,Urban Farm,FALSE,,
Bouchet Math & Science Academy ES (Edward A.),7355 S Jeffrey Blvd Chicago IL,FALSE,,7355 S Jeffrey Blvd Chicago IL,41.7612495,-87.5757188,"[41.7612495,-87.5757187999999]",7,SOUTH SHORE,4,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
CG in Forest Preserve,5827 North Lansing Ave,TRUE,Chicago IL,5827 North Lansing Ave Chicago IL,41.9873756,-87.7546212,"[41.9873756,-87.7546212]",39,FOREST GLEN,10,,,,,,,,TRUE,,FALSE,,,,,,,,
Eagle Park,6366 N Le Mai Ave  Chicago  IL 60646  USA,FALSE,,6366 N Le Mai Ave  Chicago  IL 60646  USA,41.9971765,-87.756882,"[41.9971764999999,-87.7568819999999]",39,FOREST GLEN,10,NeighborSpace,http://neighbor-space.org/2012/06/15/eagle-park/,,,,,,,,,,,,,,TRUE,,
Eugene Field Park/Feast for Friends Park Garden,5100 N Ridgeway Ave,TRUE,Chicago IL,5100 N Ridgeway Ave Chicago IL,41.9740583,-87.7222703,"[41.9740583,-87.7222702999999]",39,ALBANY PARK,12,Chicago Park District,http://www.chicagoparkdistrict.com/parks/Eugene-Field-Park/,,https://www.facebook.com/feastforfriends,,FALSE,FALSE,TRUE,,FALSE,,,,No apparent water source,Community Garden,,,
North Park Village Garden Club,5801 N Pulaski Rd,TRUE,Chicago IL,5801 N Pulaski Rd Chicago IL,41.986232,-87.7255355,"[41.986232,-87.7255354999999]",39,NORTH PARK,10,City of Chicago,,Betsy Elsaesser  President email npvgclub@gmail.com,https://www.facebook.com/NorthParkVillageGardenClub,Other,TRUE,FALSE,TRUE,TRUE,FALSE,North Park Village,,Information Kiosk,On site water source,Community Garden,TRUE,Collective,
Three Brothers Garden,3938 W Belle Plaine Ave,TRUE,Chicago IL,3938 W Belle Plaine Ave Chicago IL,41.9556863,-87.7268579,"[41.9556863,-87.7268579]",39,IRVING PARK,12,Private,www.carlsoncommunityservices.org,Liz Mills,https://www.facebook.com/carlsoncommunityservices,,TRUE,FALSE,TRUE,TRUE,FALSE,Carlson Community Services Irving Park Community Food Pantry,,Shed / Storage box  Covered Area  Teaching Area  Seating Area  Handicap accessible bed,On site water source,Community Garden  Pantry Garden  Ornamental / Beautification,TRUE,Allotment,
Belding Elementary School (Hiram H.),4257 N Tripp Ave,TRUE,Chicago IL,4257 N Tripp Ave Chicago IL,41.958255,-87.7337294,"[41.958255,-87.7337294]",39,IRVING PARK,12,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,Collective,
